Name,Address,Площадь,Оборот,geometry
Осветительные приборы,"город Москва, Нахимовский проспект, дом 24",1310,102694136,POINT (37.582845 55.6723647332204)
Мозайка для стен,"город Москва, Нахимовский проспект, дом 24",603,134167902,POINT (37.582845 55.6723647332204)
Световое решение,"город Москва, Нахимовский проспект, дом 24, строение 1",563,175305238,POINT (37.585016 55.6718097330604)
Немецкая электротехника,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 20-й километр, владение 4, строение 1",793,67168482,POINT (37.487362 55.609146)
Стильный свет,"город Москва, Нахимовский проспект, дом 24, строение 1",2401,42461149,POINT (37.585016 55.6718097330604)
Бутик Света,"город Москва, Нахимовский проспект, дом 24, строение 1",2071,166768710,POINT (37.585016 55.6718097330604)
Осветительные приборы,"город Москва, Нахимовский проспект, дом 24, строение 1",1512,81348721,POINT (37.585016 55.6718097330604)
Crystallino,"город Москва, Нахимовский проспект, дом 24, строение 1",247,52963744,POINT (37.585016 55.6718097330604)
Комплектующие к электобензоинструментам,"город Москва, Пятницкое шоссе, дом 18",2159,129128022,POINT (37.382892 55.8442977831486)
Магазин Фототовары,"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 31",2229,145201909,POINT (37.542234 55.4732176763419)
Евросеть,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1",1876,107349452,POINT (37.436024 55.6317677215424)
Электротехнические товары,"город Москва, Ясногорская улица, дом 21, корпус 1",1119,1072717,POINT (37.531184 55.5990737121686)
Мегафон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 42",1917,22901769,POINT (37.491071 55.6837467365021)
Световое решение,"город Москва, Нахимовский проспект, дом 24",686,150271784,POINT (37.582845 55.6723647332204)
Магазин «1001 мелочь для компьютера»,"город Москва, улица Барклая, дом 8",1287,866625,POINT (37.502752 55.7411567531058)
Магазин «Электроники»,"город Москва, улица Барклая, дом 8",423,179652416,POINT (37.502752 55.7411567531058)
La mia LUCE,"город Москва, Нахимовский проспект, дом 24, строение 1",1006,53379693,POINT (37.585016 55.6718097330604)
Связной,"город Москва, улица Маршала Катукова, дом 17, корпус 1",417,20075857,POINT (37.408159 55.8080157725492)
Связной,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",338,97323281,POINT (37.540401 55.9093738022447)
Электрика,"город Москва, Волоколамское шоссе, дом 103",1049,141696715,POINT (37.396961 55.8306287791514)
Пульты ТВ,"город Москва, Рязанский проспект, дом 28, строение 1",712,21573056,POINT (37.778819 55.7189027466596)
Магазин «Стильная Техника»,"город Москва, улица Барклая, дом 8",896,179548536,POINT (37.502752 55.7411567531058)
Электрика,"город Москва, Каширское шоссе, дом 19, корпус 2",2313,140185082,POINT (37.634777 55.6646447309964)
Makita 0,"город Москва, Каширское шоссе, дом 19, корпус 2",747,142611129,POINT (37.634777 55.6646447309964)
САДОВАЯ ТЕХНИКА 0,"город Москва, Каширское шоссе, дом 19, корпус 2",610,165815451,POINT (37.634777 55.6646447309964)
Legrand Электрика,"город Москва, Каширское шоссе, дом 19, корпус 2",261,63536287,POINT (37.634777 55.6646447309964)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1974,122745498,POINT (37.592878999999996 55.7941277685009)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",486,77077154,POINT (37.592878999999996 55.7941277685009)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1504,55879755,POINT (37.592878999999996 55.7941277685009)
Радиотовары,"город Москва, Изумрудная улица, дом 20",1808,117448387,POINT (37.683718999999996 55.8712677910496)
ALTEСON,"город Москва, Каширское шоссе, дом 19, корпус 2",622,37874500,POINT (37.634777 55.6646447309964)
Smart Service,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Большая Черёмушкинская улица, дом 1",1630,164888380,POINT (37.601709 55.6893807381278)
Салон связи «Мегафон»,"город Москва, Осенний бульвар, дом 7, корпус 1",1233,46997709,POINT (37.4068265321631 55.7577845566478)
М.Видео,"город Москва, Рублёвское шоссе, дом 62",1984,53436439,POINT (37.380869 55.7668597605669)
Компьютеры,"город Москва, Пятницкое шоссе, дом 18",1552,70303338,POINT (37.382892 55.8442977831486)
Информационные носители,"город Москва, Пятницкое шоссе, дом 18",2495,44505105,POINT (37.382892 55.8442977831486)
"АВТОЗВУК Автомагнитолы, игрушки","город Москва, Пятницкое шоссе, дом 18",2195,33988150,POINT (37.382892 55.8442977831486)
Информационные носители,"город Москва, Пятницкое шоссе, дом 18",2037,68568959,POINT (37.382892 55.8442977831486)
XTANT Автомагнитолы,"город Москва, Пятницкое шоссе, дом 18",156,24999486,POINT (37.382892 55.8442977831486)
Мобильные телефоны,"город Москва, Пятницкое шоссе, дом 18",1863,139136789,POINT (37.382892 55.8442977831486)
Крупная бытовая техника,"город Москва, Пятницкое шоссе, дом 18",2306,179364643,POINT (37.382892 55.8442977831486)
Мобильные аксессуары,"город Москва, Строгинский бульвар, дом 1",2297,137859455,POINT (37.395543 55.8060147719656)
Tele2,"город Москва, Строгинский бульвар, дом 1",2353,29985010,POINT (37.395543 55.8060147719656)
Технодача,"город Москва, 4-я Магистральная улица, дом 11",1734,8670468,POINT (37.517059 55.7703827615909)
НИИПЭМ,"город Москва, Большая Почтовая улица, дом 22, строение 4",519,106387499,POINT (37.69635 55.7777847637434)
Арт Лайт,"город Москва, Нижняя Сыромятническая улица, дом 10, строение 9",1514,106622423,POINT (37.667944 55.7528497564979)
Leyden by Tesli,"город Москва, Нижняя Сыромятническая улица, дом 10, строение 10",212,58737894,POINT (37.66724 55.7530957565693)
SWG,"город Москва, Нижняя Сыромятническая улица, дом 10, строение 24",585,105916878,POINT (37.66979 55.752515756401)
МАГАЗИН ЭЛЕКТРИКИ,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 20-й километр, владение 4, строение 1",345,2669660,POINT (37.486049 55.609333)
Антенны,"город Москва, поселение Краснопахорское, Калужское шоссе, 42-й километр, владение 5, строение 1",1498,60984809,POINT (37.290362 55.451151)
Электрика,"город Москва, поселение Краснопахорское, Калужское шоссе, 42-й километр, владение 5, строение 1",1141,278110,POINT (37.290362 55.451151)
DNS электротовары,"город Москва, Фестивальная улица, дом 13, корпус 1",1494,38832732,POINT (37.477113 55.8557827865109)
Караоке AST,"город Москва, Фрунзенская набережная, дом 16, корпус 1",2174,140980110,POINT (37.592464 55.7301937499286)
Xiaomi,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1, строение 1",2260,149373635,POINT (37.421329 55.620936718434)
Case store,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1, строение 1",97,96335435,POINT (37.421329 55.620936718434)
Ситилинк,"город Москва, Новоясеневский проспект, дом 9",1465,5300229,POINT (37.535567 55.6088297149629)
Small,"город Москва, проспект Вернадского, дом 29",1770,132767300,POINT (37.516544 55.6816667359021)
Автосвет,"город Москва, Волочаевская улица, дом 12А, строение 1А",1224,76810087,POINT (37.681395 55.7555897572933)
DNS,"город Москва, Шереметьевская улица, дом 20",557,14177523,POINT (37.618197 55.8033217711804)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",733,128074925,POINT (37.591362 55.795126768792)
ТЕХНОЛОГИЯ,"город Москва, улица Сущёвский Вал, дом 5, строение 12",814,120209079,POINT (37.591362 55.795126768792)
Снабжение,"город Москва, улица Сущёвский Вал, дом 5, строение 12",1228,108905022,POINT (37.591362 55.795126768792)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",1940,156919744,POINT (37.591362 55.795126768792)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",2157,74917803,POINT (37.591362 55.795126768792)
Снабжение,"город Москва, улица Сущёвский Вал, дом 5, строение 12",473,85432837,POINT (37.591362 55.795126768792)
ТЕХНОЛОГИЯ,"город Москва, улица Сущёвский Вал, дом 5, строение 12",888,58940011,POINT (37.591362 55.795126768792)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",2113,1811194,POINT (37.591362 55.795126768792)
Снабжение,"город Москва, улица Сущёвский Вал, дом 5, строение 12",1968,136831512,POINT (37.591362 55.795126768792)
РВН-Групп,"город Москва, улица Сущёвский Вал, дом 5, строение 12",176,9021158,POINT (37.591362 55.795126768792)
Электротовары Rilight,"город Москва, Алтуфьевское шоссе, дом 70, корпус 1",1105,163240130,POINT (37.588082 55.8883087960514)
Магазин «AV Соло»,"город Москва, Багратионовский проезд, дом 7, корпус 20А",2376,37011915,POINT (37.502907 55.7426717535451)
ICOVER,"город Москва, Ленинский проспект, дом 30",2307,155292122,POINT (37.602611 55.7172437461795)
Электрика,"город Москва, Каширское шоссе, дом 19, корпус 2",1678,5246236,POINT (37.634777 55.6646447309964)
ForGoPro,"город Москва, улица Острякова, дом 3",1791,4425764,POINT (37.527157 55.799426770045)
Юл-ком Медиа,"город Москва, 2-й Кабельный проезд, дом 1",53,4417643,POINT (37.716235 55.7479317550708)
221 Volt,"город Москва, Большая Декабрьская улица, дом 3, строение 1",1946,134629849,POINT (37.558112 55.7646377599212)
Электротовары,"город Москва, Большая Декабрьская улица, дом 3, строение 1",1927,68971083,POINT (37.558112 55.7646377599212)
ILAMP итальянский свет,"город Москва, улица Пришвина, дом 26",964,11830827,POINT (37.603741 55.8846847949871)
SWG,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, домовладение 8, строение 1",253,10479177,POINT (37.391817 55.6183477176914)
Эльдорадо,"город Москва, Профсоюзная улица, дом 61А",1301,1090920,POINT (37.541891 55.6558327284597)
Связной,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",197,100084000,POINT (37.4940085399667 55.6049542724697)
Холодильное оборудование,"город Москва, Луховицкая улица, дом 5",245,40356155,POINT (37.770443 55.7253387485225)
Электротовары,"город Москва, Кировоградская улица, дом 15",1063,164177277,POINT (37.604554 55.6096547151993)
Салон электрики «ПРЕСТИЖ»,"город Москва, Нахимовский проспект, дом 24, строение 1",785,78481369,POINT (37.585016 55.6718107330607)
Бытовые электротовары,"город Москва, Нахимовский проспект, дом 24, строение 1",1677,29084607,POINT (37.585016 55.6718107330607)
Комплектующие для компьютеров,"город Москва, Пятницкое шоссе, дом 18",277,828889,POINT (37.382892 55.8442977831486)
Осветительное оборудование,"город Москва, Нахимовский проспект, дом 24, строение 1",1684,6744766,POINT (37.585016 55.6718107330607)
ЭЛЕКТРОТОВАРЫ,"город Москва, 73-й километр Московской Кольцевой Автодороги, дом 7",980,150100645,POINT (37.422279 55.876481)
Samsung,"город Москва, Рублёвское шоссе, дом 62",2164,3985970,POINT (37.381165 55.7667127605242)
"Шнуры,Кабели,Зонты","город Москва, проспект Будённого, дом 53, строение 2",1384,26019449,POINT (37.740987 55.7585137581423)
Ретро электрика,"город Москва, Волгоградский проспект, дом 32, корпус 25",1517,115233119,POINT (37.697346 55.7207707472002)
Светодиодная продукция,"город Москва, Пятницкое шоссе, дом 18",2403,147059216,POINT (37.382892 55.8442977831486)
Burg & glass,"город Москва, Нижняя Сыромятническая улица, дом 11, корпус 2",465,178256829,POINT (37.670274 55.7530667565609)
Лакомка. Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, Шоссейная улица, дом 29, корпус 1",2216,82259390,POINT (37.724964 55.6823097360876)
221 Volt,"город Москва, Большая Декабрьская улица, дом 3, строение 1",1302,117152657,POINT (37.558112 55.7646377599212)
Электротовары,"город Москва, 2-й Кабельный проезд, дом 1",815,54134869,POINT (37.716235 55.7479317550708)
СВЕТИЛЬНИКИ ЭЛЕКТРО МПЛ,"город Москва, улица Пришвина, дом 26",2063,30293226,POINT (37.603741 55.8846847949871)
Action-Mag.ru,"город Москва, улица Острякова, дом 3",1462,92628697,POINT (37.527157 55.799426770045)
Электрика,"город Москва, Пятницкое шоссе, дом 18",1538,18365530,POINT (37.382892 55.8442977831486)
М.видео,"город Москва, улица Декабристов, дом 12",2260,150361960,POINT (37.602263 55.863465788762)
Электротовары,"город Москва, Рязанский проспект, дом 101, строение 5",2225,129639788,POINT (37.819748 55.7140917452677)
ИНСТРУМЕНТЫ МАСТАК,"город Москва, Енисейская улица, дом 5, корпус 2",293,116198133,POINT (37.659187 55.8600087877489)
М.видео,"город Москва, проспект Мира, дом 211, корпус 2",600,102273359,POINT (37.660246 55.8449667833444)
Bork,"город Москва, поселение Московский, деревня Лапшинка, владение 8, корпус 1",2492,14043166,POINT (37.3813353601386 55.6140171197617)
Технопарк,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 51",639,154259855,POINT (37.518042 55.5238966907192)
DNS,"город Москва, Таллинская улица, дом 18",1305,146039339,POINT (37.402601 55.7971317693762)
НИКС Цифровая техника,"город Москва, Рублёвское шоссе, дом 52-А",1576,179300173,POINT (37.402902 55.7553617572271)
Эльдорадо,"город Москва, Ходынский бульвар, дом 4",719,72812150,POINT (37.529895 55.7904517674302)
DYSON,"город Москва, Ходынский бульвар, дом 4",195,170965926,POINT (37.529895 55.7904517674302)
Samsung,"город Москва, проспект Мира, дом 211, корпус 2",3,48344487,POINT (37.6606184115505 55.8453340585383)
GAME PARK,"город Москва, Профсоюзная улица, дом 56",157,15461387,POINT (37.552200036195 55.669789264548)
Yota,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1, строение 1",1135,117433184,POINT (37.421335 55.6209357184337)
МТС,"город Москва, Строгинский бульвар, дом 21",125,79211097,POINT (37.406321 55.8037297712993)
Магазин «Рации»,"город Москва, улица Барклая, дом 8",744,71016664,POINT (37.502752 55.7411577531061)
Karcher,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Ленинский проспект, дом 111, корпус 1",996,172011982,POINT (37.5093765606695 55.6613978295657)
Tele2,"город Москва, Осенний бульвар, дом 10",1371,18826031,POINT (37.4091902595485 55.7592288049139)
"Электрика, Инструменты","Ткацкая улица, дом 4, строение 1",1054,98166463,POINT (37.733968 55.7674847607485)
Киоск бытовой техники,"город Москва, Новопесчаная улица, дом 19, корпус 3",1349,84471918,POINT (37.512868 55.7957817689828)
DNS,"город Москва, Старокачаловская улица, дом 5А",1843,136999776,POINT (37.579064 55.5697457037834)
Каскад света,"город Москва, Нахимовский проспект, дом 24, строение 1",923,18251647,POINT (37.585016 55.6718107330607)
Ноу-Хау,"город Москва, Люблинская улица, дом 169, корпус 2",376,28817698,POINT (37.744922072003 55.6490972606617)
МТС,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1",625,375858,POINT (37.422223 55.6235167191741)
Компбютерные комплектующие,"город Москва, улица Сущёвский Вал, дом 5, строение 20",519,142160616,POINT (37.59337 55.7939097684374)
"Люстры, освещение","город Москва, 8-й километр Московской Кольцевой Автодороги, дом 3, корпус 2",819,161676769,POINT (37.839269 55.7110437443861)
Эльдорадо,"город Москва, улица Ленинская Слобода, дом 26, строение 2",841,102225103,POINT (37.656748 55.7121437447042)
ASUS,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 2",2488,105033265,POINT (37.436024 55.6317677215424)
Светильники,"город Москва, Рязанский проспект, дом 101, строение 5",1007,144322013,POINT (37.819748 55.7140917452677)
Мегафон,"город Москва, улица Маршала Катукова, дом 17, корпус 1",2431,176843574,POINT (37.40807 55.8080127725483)
Мегафон,"город Москва, Манежная площадь, дом 1, строение 2",1680,175308538,POINT (37.615036 55.7554677572579)
Элекстроинструменты,"город Москва, Рязанский проспект, дом 101, строение 5",1883,106396241,POINT (37.819748 55.7140917452677)
Триколор ТВ,"город Москва, Профсоюзная улица, дом 3",1987,50880088,POINT (37.572251 55.6856087370393)
Точка Фокуса,"город Москва, улица Пресненский Вал, дом 8, корпус 1",744,103511362,POINT (37.564975 55.7653747601354)
Студия RF,"город Москва, Нахимовский проспект, дом 24, строение 1",1361,104210446,POINT (37.585016 55.6718107330607)
Видеорегистраторы,"город Москва, Пятницкое шоссе, дом 18",7,155070614,POINT (37.382892 55.8442977831486)
"Сантехника,электротовары","город Москва, Широкая улица, дом 12Б",618,45366381,POINT (37.660097 55.8866077955518)
Запчасти для гаджетов,"город Москва, Пятницкое шоссе, дом 18",897,60757960,POINT (37.382892 55.8442977831486)
Бытовая техника Альт,"город Москва, 1-я Останкинская улица, дом 55",1769,92432930,POINT (37.634679 55.824264777292)
Онлайн климат,"город Москва, Нахимовский проспект, дом 24, строение 1",2003,145173741,POINT (37.585016 55.6718107330607)
DNS,"город Москва, город Щербинка, Бутовский тупик, дом 14",2101,173538406,POINT (37.561273 55.5087836864248)
Электробытовые товары МИКМА,"город Москва, Открытое шоссе, дом 12, строение 2",922,106254141,POINT (37.736724 55.8125447738704)
ЭЙ ТРИ ВИ,"город Москва, 2-й Кабельный проезд, дом 1",2117,41272333,POINT (37.716235 55.7479317550708)
Телефон.ру,"город Москва, улица Барклая, дом 8",275,79654706,POINT (37.502752 55.7411577531061)
Re-store,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1, строение 1",1497,176929472,POINT (37.421335 55.6209357184337)
Электрические транспортные средства,"город Москва, Шереметьевская улица, дом 34",138,49435420,POINT (37.617054 55.807116772287)
Радиодетали и инструмент,"город Москва, Пятницкое шоссе, дом 18",448,156867245,POINT (37.382892 55.8442977831486)
Comdes.ru,"город Москва, проспект Будённого, дом 53, строение 2",2238,120399409,POINT (37.740987 55.7585137581423)
Электрика,"город Москва, Рязанский проспект, дом 101, строение 5",2471,97381155,POINT (37.819748 55.7140917452677)
Электротовары,"город Москва, Рязанский проспект, дом 101, строение 5",752,116261740,POINT (37.819748 55.7140917452677)
Компьтерная техника EnterNote,"город Москва, проспект Будённого, дом 53, строение 2",222,98434075,POINT (37.740987 55.7585137581423)
Компьтерная техника EnterNote,"город Москва, проспект Будённого, дом 53, строение 2",654,64335590,POINT (37.740987 55.7585137581423)
Ноутбутик,"город Москва, проспект Будённого, дом 53, строение 2",157,38146934,POINT (37.740987 55.7585137581423)
Музыка Фильмы,"город Москва, Пятницкое шоссе, дом 18",678,111354689,POINT (37.383642 55.844324)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1754,89809174,POINT (37.382892 55.8442977831486)
Автосигнализации,"город Москва, Пятницкое шоссе, дом 18",404,71964012,POINT (37.382892 55.8442977831486)
Свет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Тихорецкий бульвар, владение 1, строение 2",1417,16712806,POINT (37.776533 55.6775627347187)
Мобильные аксессуары,"город Москва, Дмитровское шоссе, дом 73, строение 1",1127,142135044,POINT (37.559086 55.8568847868337)
GAME PARK,"город Москва, Багратионовский проезд, дом 7, корпус 20А",800,9757898,POINT (37.502907 55.7426717535451)
М видео mobile,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 61, строение 1",242,85734463,POINT (37.494473 55.5570817001695)
DNS,"город Москва, Ферганская улица, дом 21",432,168922917,POINT (37.8209 55.7052037426978)
Чип и Дип,"город Москва, Беговая улица, дом 2",2060,129941037,POINT (37.556171 55.7748297628839)
Бренд контакт,"город Москва, Рязанский проспект, дом 30, корпус 2",2203,98785530,POINT (37.78383 55.7181777464498)
CyberLife,"город Москва, Спартаковская улица, дом 16, корпус 2",948,156942057,POINT (37.675859 55.7717077619761)
PRO Mobile,"город Москва, 7-я Кожуховская улица, дом 9",1803,115382078,POINT (37.67603 55.7109287443529)
Электротовары,"город Москва, Нахимовский проспект, дом 24",322,52549373,POINT (37.58243 55.6725067332613)
Family Light,"город Москва, Нахимовский проспект, дом 24, строение 1",2170,29015624,POINT (37.585015 55.6718107330607)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",1695,138143179,POINT (37.3837368002486 55.844469687365)
Видеосистемы,"город Москва, город Зеленоград, улица Панфилова, дом 28Б, строение 1",229,80606267,POINT (37.1718063478074 55.983131495786)
Авто звук,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1816,157006237,POINT (37.592881 55.7941287685012)
LEDNIKOFF,"город Москва, Нахимовский проспект, дом 24, строение 1",1557,35728088,POINT (37.585015 55.6718107330607)
Электротовары,"город Москва, Рязанский проспект, дом 101, строение 5",2266,175512318,POINT (37.819748 55.7140917452677)
G Store,"город Москва, Профсоюзная улица, дом 129А",366,69339056,POINT (37.506738 55.6187377178032)
Электрика,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Тихорецкий бульвар, владение 1, строение 2",1936,22451337,POINT (37.776533 55.6775627347187)
LedSvet-Moscow,"город Москва, Нахимовский проспект, дом 24, строение 1",2291,2499404,POINT (37.585015 55.6718107330607)
DNS,"город Москва, Кронштадтский бульвар, дом 3А",2451,5302263,POINT (37.485388 55.8408157821299)
Магазин «Электротовары»,"город Москва, улица Барклая, дом 8",1151,147082682,POINT (37.502752 55.7411577531061)
DNS,"город Москва, Череповецкая улица, дом 18",300,6616806,POINT (37.578867 55.8976387987931)
Lumina Deco,"город Москва, Рязанский проспект, дом 2, корпус 3",2158,110623088,POINT (37.734624 55.7289537495694)
Haier,"город Москва, Кировоградская улица, дом 15",306,47592162,POINT (37.604554 55.6096547151993)
Polaris,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1",2093,153932298,POINT (37.422223 55.6235167191741)
Lustrella,"город Москва, Рязанский проспект, дом 2, корпус 3",259,143137981,POINT (37.734624 55.7289537495694)
Device365.ru,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",420,141412924,POINT (37.592881 55.7941287685012)
Bork,"город Москва, Рублёвское шоссе, дом 62",217,63705209,POINT (37.381165 55.7667127605242)
LENOVO,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",519,8232426,POINT (37.592881 55.7941287685012)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",2393,81708753,POINT (37.382892 55.8442977831486)
Чехольчик,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",643,58196183,POINT (37.53939 55.9090038021358)
TEnterNOTE,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",574,43762415,POINT (37.592881 55.7941287685012)
Электроинструмент,"город Москва, Алтуфьевское шоссе, дом 2А",513,179496683,POINT (37.586157 55.8488897844925)
Samsung,"город Москва, Багратионовский проезд, дом 7, корпус 20А",717,113306720,POINT (37.502907 55.7426717535451)
Telecom Zone,"город Москва, Багратионовский проезд, дом 5",1870,166427539,POINT (37.507529 55.7436117538177)
DNS,"город Москва, Ленинский проспект, дом 123В",820,137665043,POINT (37.481176 55.6477887261458)
РД-Электро,"город Москва, Отрадная улица, дом 16",1359,128545759,POINT (37.61369 55.8549707862731)
Samsung,"город Москва, улица Декабристов, дом 12",2450,116209625,POINT (37.601907 55.8631197886606)
Электрика,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Тихорецкий бульвар, владение 1, строение 2",2217,145968318,POINT (37.776533 55.6775627347187)
Lightstar,"город Москва, Нахимовский проспект, дом 24, строение 1",348,77376014,POINT (37.585015 55.6718107330607)
G-light,"город Москва, Нахимовский проспект, дом 24, строение 1",473,161431593,POINT (37.585015 55.6718107330607)
Технопарк.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Гвардейская улица, дом 3, корпус 1",1745,73265564,POINT (37.423385 55.7214147473865)
Магазин «Электротовары»,"город Москва, город Троицк, Городская улица, дом 20",2170,82123762,POINT (37.314798 55.4922476817328)
Оборудование для мобильного интернета,"город Москва, Пятницкое шоссе, дом 18",1284,6577792,POINT (37.382892 55.8442977831486)
DNS,"город Москва, Новоясеневский проспект, дом 11",245,66781272,POINT (37.536168 55.6065177143005)
Электро МПЛ,"город Москва, Нахимовский проспект, дом 24, строение 1",689,22865345,POINT (37.585015 55.6718107330607)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",1545,7493639,POINT (37.382892 55.8442977831486)
Швейный мир,"город Москва, Ленинский проспект, дом 39/1",1885,25201465,POINT (37.582652 55.707397743332)
"Люстры, светильники","город Москва, Пятницкое шоссе, дом 18",78,82547022,POINT (37.382892 55.8442977831486)
Электрика,"город Москва, Южнопортовая улица, дом 9Б",1265,49762919,POINT (37.694683 55.7081427435473)
ОГО,"город Москва, Театральная аллея, дом 3, строение 1",939,36758378,POINT (37.559792 55.7932317682399)
Фурнитура для радиоэлектроники,"город Москва, Пятницкое шоссе, дом 18",899,64329155,POINT (37.382892 55.8442977831486)
DNS,"город Москва, Дмитровское шоссе, дом 89",2420,54429088,POINT (37.544851 55.8637537888464)
CLT,"город Москва, Нахимовский проспект, дом 24, строение 1",1598,46229251,POINT (37.585015 55.6718107330607)
"Ноутбуки, радиодетали","город Москва, Пятницкое шоссе, дом 18",1433,101255942,POINT (37.382892 55.8442977831486)
Эльдорадо,"город Москва, Багратионовский проезд, дом 7, корпус 20А",1366,111137714,POINT (37.503168 55.7427547535692)
DNS,"город Москва, внутригородская территория поселение Московский, город Московский, улица Никитина, дом 2",2064,71981643,POINT (37.356843 55.6044837137178)
DNS,"город Москва, Локомотивный проезд, дом 4",1656,81541173,POINT (37.576834 55.8380387813177)
Компьютеры,"город Москва, Пятницкое шоссе, дом 18",1794,163901726,POINT (37.382892 55.8442977831486)
Электроника,"город Москва, 2-й Хорошёвский проезд, дом 7, строение 50",1095,159547888,POINT (37.533057 55.7738447625975)
Электроника,"город Москва, 2-й Хорошёвский проезд, дом 7, строение 50",88,107499623,POINT (37.533057 55.7738447625975)
Бытовая техника,"город Москва, 2-й Хорошёвский проезд, дом 7, строение 50",1270,116060530,POINT (37.533057 55.7738447625975)
Samsung,"город Москва, Багратионовский проезд, дом 7, корпус 20А",2376,152695109,POINT (37.502907 55.7426717535451)
Видео наблюдение,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",2393,147310696,POINT (37.592881 55.7941287685012)
Замки пав 2-9,"город Москва, Каширское шоссе, дом 1, строение 12",1959,142446940,POINT (37.631667 55.6739487336769)
DNS,"город Москва, Осенний бульвар, дом 12",2356,22218641,POINT (37.409241 55.7592417583538)
Miele,"город Москва, площадь Киевского Вокзала, дом 2",2275,40932162,POINT (37.565577 55.7445977541037)
Умный дом,"город Москва, Дмитровское шоссе, дом 73, строение 1",505,72367471,POINT (37.559086 55.8568847868337)
Эльдорадо,"город Москва, Аминьевское шоссе, дом 6",1631,24346149,POINT (37.45722 55.7065647430912)
Свет 365,"город Москва, Ленинградское шоссе, дом 58, строение 7",923,153480132,POINT (37.480629 55.8423357825746)
М.видео,"город Москва, Каширское шоссе, дом 61Г",805,178648910,POINT (37.714404 55.6207107183691)
G-light,"город Москва, Нахимовский проспект, дом 24, строение 1",1545,90589124,POINT (37.585015 55.6718107330607)
Радиокомпоненты,"город Москва, Пятницкое шоссе, дом 18",2339,165173621,POINT (37.382892 55.8442977831486)
Haier,"город Москва, Каширское шоссе, дом 61Г",972,19971474,POINT (37.714404 55.6207107183691)
Светильники,"город Москва, Нахимовский проспект, дом 24",1338,161716261,POINT (37.58243 55.6725067332613)
Электротовары,"город Москва, Кронштадтский бульвар, дом 3А",1046,20176373,POINT (37.485633 55.8404837820328)
Электротовары,"город Москва, Нахимовский проспект, дом 24",2402,128726844,POINT (37.58243 55.6725067332613)
San Zhan,"город Москва, Кутузовский проспект, дом 36, строение 4",425,14117539,POINT (37.52747 55.7404017528869)
Люстры. Плитка,"город Москва, поселение Краснопахорское, Калужское шоссе, 42-й километр, владение 5, строение 1",139,111231675,POINT (37.290362 55.451151)
Portek,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",905,112989871,POINT (37.592881 55.7941287685012)
Pick mobile,"город Москва, улица Сущёвский Вал, дом 5, строение 20",2361,98484029,POINT (37.59337 55.7939097684374)
